epoch 0 train loss : tensor(0.1126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.17122044804550351 epoch time : 78.78494310379028
epoch 199 train loss : tensor(0.0178, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03420734733697914 epoch time : 72.08875489234924
epoch 200 train loss : tensor(0.0182, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.033653995022177696 epoch time : 72.29940986633301
epoch 201 train loss : tensor(0.0169, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034461114378202526 epoch time : 71.87064671516418
epoch 202 train loss : tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.035287924288284214 epoch time : 72.14531397819519
epoch 203 train loss : tensor(0.0172, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03326274552160785 epoch time : 72.49314665794373
epoch 204 train loss : tensor(0.0158, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.033363908263189454 epoch time : 71.8984923362732
epoch 205 train loss : tensor(0.0162, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03343361678222815 epoch time : 71.86469030380249
epoch 206 train loss : tensor(0.0174, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034574844918790315 epoch time : 71.86383295059204
epoch 207 train loss : tensor(0.0159, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03341629826242015 epoch time : 71.86727213859558
epoch 208 train loss : tensor(0.0165, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.033405891575274016 epoch time : 72.0156991481781
epoch 209 train loss : tensor(0.0169, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03312129864380473 epoch time : 72.44292378425598
epoch 210 train loss : tensor(0.0168, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.033722011461144404 epoch time : 72.20355892181396
epoch 211 train loss : tensor(0.0178, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03431725200443041 epoch time : 72.03896903991699
epoch 212 train loss : tensor(0.0168, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.034458404584299954 epoch time : 72.06962656974792
epoch 213 train loss : tensor(0.0166, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03507412171789578 epoch time : 72.0908555984497
epoch 214 train loss : tensor(0.0160, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03357968701138383 epoch time : 71.93937587738037
epoch 215 train loss : tensor(0.0156, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03395482472011021 epoch time : 72.02529907226562
epoch 216 train loss : tensor(0.0160, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.032649378336611246 epoch time : 72.42405271530151
epoch 217 train loss : tensor(0.0177, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03344495603371234 epoch time : 71.90837240219116
epoch 218 train loss : tensor(0.0159, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03178524137252853 epoch time : 72.46933841705322
epoch 219 train loss : tensor(0.0155, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03248405030795506 epoch time : 72.33243727684021
epoch 220 train loss : tensor(0.0162, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0326023484979357 epoch time : 72.03732538223267
epoch 221 train loss : tensor(0.0160, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03170067843581949 epoch time : 72.39462327957153
epoch 222 train loss : tensor(0.0161, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03465625501814343 epoch time : 73.19649028778076
epoch 223 train loss : tensor(0.0152, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.031703979220418704 epoch time : 72.68983888626099
epoch 224 train loss : tensor(0.0154, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.032663424543681596 epoch time : 72.2056393623352
epoch 225 train loss : tensor(0.0155, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03224722065386318 epoch time : 72.04194974899292
epoch 226 train loss : tensor(0.0158, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.033181119798904375 epoch time : 71.9001955986023
epoch 227 train loss : tensor(0.0158, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.032560709065624645 epoch time : 71.93709063529968
epoch 228 train loss : tensor(0.0155, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03164064556005455 epoch time : 72.73110461235046
epoch 229 train loss : tensor(0.0158, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030981731734105518 epoch time : 72.53894090652466
epoch 230 train loss : tensor(0.0163, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.031226612095321928 epoch time : 72.29222106933594
epoch 231 train loss : tensor(0.0159, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03134069272450039 epoch time : 72.15137958526611
epoch 232 train loss : tensor(0.0150, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.031924912972109656 epoch time : 72.07233929634094
epoch 233 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03129008917936257 epoch time : 72.18436288833618
epoch 234 train loss : tensor(0.0166, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03201096806497801 epoch time : 71.91503739356995
epoch 235 train loss : tensor(0.0143, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030727190275986988 epoch time : 72.4962146282196
epoch 236 train loss : tensor(0.0156, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.032895807531617936 epoch time : 72.34298825263977
epoch 237 train loss : tensor(0.0149, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.031180641835644132 epoch time : 71.94901609420776
epoch 238 train loss : tensor(0.0154, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03313671407245454 epoch time : 72.16734981536865
epoch 239 train loss : tensor(0.0151, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03209671200740905 epoch time : 72.09247136116028
epoch 240 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.031784520617553165 epoch time : 72.18056750297546
epoch 241 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0314443332276174 epoch time : 71.9403612613678
epoch 242 train loss : tensor(0.0153, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03271614281194551 epoch time : 72.01455521583557
epoch 243 train loss : tensor(0.0157, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.031548677899298216 epoch time : 72.14312624931335
epoch 244 train loss : tensor(0.0149, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03236429100590093 epoch time : 72.18378758430481
epoch 245 train loss : tensor(0.0145, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030643254961995853 epoch time : 72.14917612075806
epoch 246 train loss : tensor(0.0149, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030728986486792564 epoch time : 72.31486463546753
epoch 247 train loss : tensor(0.0150, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03163338878325054 epoch time : 72.19372653961182
epoch 248 train loss : tensor(0.0145, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0322203700031553 epoch time : 72.09842038154602
epoch 249 train loss : tensor(0.0140, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.031510532168405395 epoch time : 71.98353457450867
epoch 250 train loss : tensor(0.0150, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03093004244424048 epoch time : 71.9419960975647
epoch 251 train loss : tensor(0.0163, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03014439149271874 epoch time : 72.37399864196777
epoch 252 train loss : tensor(0.0149, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03058528687272753 epoch time : 72.28786945343018
epoch 253 train loss : tensor(0.0156, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029903942630404516 epoch time : 72.3072726726532
epoch 254 train loss : tensor(0.0146, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030147458914489972 epoch time : 71.87971830368042
epoch 255 train loss : tensor(0.0137, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029776586840550106 epoch time : 72.46645283699036
epoch 256 train loss : tensor(0.0137, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029284443528879257 epoch time : 72.38764452934265
epoch 257 train loss : tensor(0.0160, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03326090141421273 epoch time : 72.01478886604309
epoch 258 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03151786886155605 epoch time : 71.97277855873108
epoch 259 train loss : tensor(0.0173, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03227254996697108 epoch time : 72.25890183448792
epoch 260 train loss : tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029812196713118327 epoch time : 71.9130551815033
epoch 261 train loss : tensor(0.0150, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030567410801138197 epoch time : 72.11882376670837
epoch 262 train loss : tensor(0.0151, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030861039158134235 epoch time : 72.10553240776062
epoch 263 train loss : tensor(0.0142, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03028501073519389 epoch time : 72.02204990386963
epoch 264 train loss : tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03040379188245251 epoch time : 72.03461861610413
epoch 265 train loss : tensor(0.0141, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029874843767001516 epoch time : 72.28358340263367
epoch 266 train loss : tensor(0.0150, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029781460141142208 epoch time : 72.06186366081238
epoch 267 train loss : tensor(0.0151, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03082450097870259 epoch time : 72.12901091575623
epoch 268 train loss : tensor(0.0150, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02964693254658154 epoch time : 71.9950225353241
epoch 269 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0290320251314413 epoch time : 72.09964919090271
epoch 270 train loss : tensor(0.0135, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02998661214397067 epoch time : 71.99439358711243
epoch 271 train loss : tensor(0.0133, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029813987247291066 epoch time : 72.10150814056396
epoch 272 train loss : tensor(0.0137, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029573838980424972 epoch time : 72.21164798736572
epoch 273 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029276184205498015 epoch time : 71.96448683738708
epoch 274 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030708910010400273 epoch time : 71.88341093063354
epoch 275 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029192019253969193 epoch time : 72.22838068008423
epoch 276 train loss : tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02949660901157629 epoch time : 72.11334252357483
epoch 277 train loss : tensor(0.0140, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02994748657303197 epoch time : 71.93418383598328
epoch 278 train loss : tensor(0.0148, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029782752373388836 epoch time : 72.16385197639465
epoch 279 train loss : tensor(0.0137, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029993395099327677 epoch time : 72.0382137298584
epoch 280 train loss : tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029588098948200543 epoch time : 71.96339178085327
epoch 281 train loss : tensor(0.0141, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0289763052548681 epoch time : 72.60845160484314
epoch 282 train loss : tensor(0.0138, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02839583158493042 epoch time : 72.31966924667358
epoch 283 train loss : tensor(0.0143, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030013695536624817 epoch time : 72.09499955177307
epoch 284 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029781166641485123 epoch time : 71.89244318008423
epoch 285 train loss : tensor(0.0137, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028511383082895053 epoch time : 72.03689527511597
epoch 286 train loss : tensor(0.0139, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028707995389898617 epoch time : 71.99103713035583
epoch 287 train loss : tensor(0.0139, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02911039592609519 epoch time : 72.1865005493164
epoch 288 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02900890793119158 epoch time : 72.18472218513489
epoch 289 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.03010899546955313 epoch time : 72.0012092590332
epoch 290 train loss : tensor(0.0140, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02882185418690954 epoch time : 72.11138010025024
epoch 291 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027577592059969902 epoch time : 72.32494330406189
epoch 292 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028966552356169337 epoch time : 71.96742057800293
epoch 293 train loss : tensor(0.0145, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030222633498765174 epoch time : 71.96184396743774
epoch 294 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030620151509841282 epoch time : 71.97519516944885
epoch 295 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028869924623341786 epoch time : 72.05041122436523
epoch 296 train loss : tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028261187619396617 epoch time : 72.09086799621582
epoch 297 train loss : tensor(0.0138, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029591868321100872 epoch time : 72.2105655670166
epoch 298 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028584101281705358 epoch time : 71.9303891658783
epoch 299 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027549566701054573 epoch time : 72.79337215423584
epoch 300 train loss : tensor(0.0141, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02932353282258624 epoch time : 72.1070442199707
epoch 301 train loss : tensor(0.0132, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02879911536971728 epoch time : 72.08418655395508
epoch 302 train loss : tensor(0.0132, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028558624464841115 epoch time : 72.01710772514343
epoch 303 train loss : tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02854812065405505 epoch time : 72.10152292251587
epoch 304 train loss : tensor(0.0153, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02962121039274193 epoch time : 71.96422290802002
epoch 305 train loss : tensor(0.0130, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.030211745273499263 epoch time : 72.07589602470398
epoch 306 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028484265009562176 epoch time : 72.12408185005188
epoch 307 train loss : tensor(0.0154, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0314971978465716 epoch time : 72.04301071166992
epoch 308 train loss : tensor(0.0124, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0284181869633141 epoch time : 72.15253591537476
epoch 309 train loss : tensor(0.0133, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029503752521815755 epoch time : 72.04807567596436
epoch 310 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028878039636072658 epoch time : 72.0890154838562
epoch 311 train loss : tensor(0.0138, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027911524421402385 epoch time : 72.13470602035522
epoch 312 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028655420190521648 epoch time : 71.97587585449219
epoch 313 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028949184698008355 epoch time : 72.18475890159607
epoch 314 train loss : tensor(0.0124, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02725493029824325 epoch time : 72.34025430679321
epoch 315 train loss : tensor(0.0124, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027783603363093875 epoch time : 71.86890697479248
epoch 316 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027999186977034525 epoch time : 72.10522818565369
epoch 317 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02825774456418696 epoch time : 72.03132176399231
epoch 318 train loss : tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02935157201829411 epoch time : 71.90203070640564
epoch 319 train loss : tensor(0.0127, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02863824207867895 epoch time : 71.84063649177551
epoch 320 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02913640146808965 epoch time : 72.06618356704712
epoch 321 train loss : tensor(0.0130, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028106427795830228 epoch time : 72.17332077026367
epoch 322 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029446149510996684 epoch time : 71.92829632759094
epoch 323 train loss : tensor(0.0122, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02743531187020597 epoch time : 72.10888886451721
epoch 324 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02772007847116107 epoch time : 72.2762451171875
epoch 325 train loss : tensor(0.0130, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028661246810640608 epoch time : 72.07080364227295
epoch 326 train loss : tensor(0.0139, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0316180411194052 epoch time : 72.00123429298401
epoch 327 train loss : tensor(0.0132, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028108675742433184 epoch time : 72.1968002319336
epoch 328 train loss : tensor(0.0138, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.029774823713870274 epoch time : 72.19749808311462
epoch 329 train loss : tensor(0.0137, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028486570698164758 epoch time : 71.85200786590576
epoch 330 train loss : tensor(0.0124, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02790867421953451 epoch time : 71.94918441772461
epoch 331 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02763571891756285 epoch time : 72.17561078071594
epoch 332 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028185774261752766 epoch time : 72.04037189483643
epoch 333 train loss : tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027436763225566773 epoch time : 72.17009663581848
epoch 334 train loss : tensor(0.0130, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027814542253812153 epoch time : 71.81836342811584
epoch 335 train loss : tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028262838898670106 epoch time : 72.24404954910278
epoch 336 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027072940199148087 epoch time : 72.71195793151855
epoch 337 train loss : tensor(0.0132, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027771497233992533 epoch time : 72.13654518127441
epoch 338 train loss : tensor(0.0127, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028194280429964975 epoch time : 72.07191801071167
epoch 339 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027926189913636164 epoch time : 71.8468747138977
epoch 340 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028106135892726127 epoch time : 72.23228406906128
epoch 341 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02765210984008653 epoch time : 72.0691785812378
epoch 342 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027301454295714695 epoch time : 72.22386050224304
epoch 343 train loss : tensor(0.0147, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02870609966062364 epoch time : 71.93280625343323
epoch 344 train loss : tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028237562005718548 epoch time : 72.30735373497009
epoch 345 train loss : tensor(0.0136, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028193775475734754 epoch time : 72.18119215965271
epoch 346 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027033664907018345 epoch time : 72.15340662002563
epoch 347 train loss : tensor(0.0130, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02691729295821417 epoch time : 72.47454524040222
epoch 348 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02743591900382723 epoch time : 72.19942831993103
epoch 349 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026917601979914167 epoch time : 72.05052018165588
epoch 350 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02652083177651678 epoch time : 72.10060906410217
epoch 351 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028941611360226358 epoch time : 72.19506049156189
epoch 352 train loss : tensor(0.0132, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027366306277967635 epoch time : 71.9987530708313
epoch 353 train loss : tensor(0.0127, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028216465864153134 epoch time : 71.9701042175293
epoch 354 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02720836186338039 epoch time : 71.79613852500916
epoch 355 train loss : tensor(0.0139, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028528071230366117 epoch time : 72.05927848815918
epoch 356 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027015895360992068 epoch time : 72.14387702941895
epoch 357 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02761833972874142 epoch time : 72.07651376724243
epoch 358 train loss : tensor(0.0131, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026868104845994993 epoch time : 71.99460053443909
epoch 359 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026903851756027768 epoch time : 72.09609484672546
epoch 360 train loss : tensor(0.0128, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028301153509389786 epoch time : 72.07547688484192
epoch 361 train loss : tensor(0.0127, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027406823510924976 epoch time : 72.30275321006775
epoch 362 train loss : tensor(0.0129, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027768997918991817 epoch time : 72.0590078830719
epoch 363 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025962673127651215 epoch time : 72.4689736366272
epoch 364 train loss : tensor(0.0114, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026652139744588306 epoch time : 72.28702306747437
epoch 365 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026914453311335473 epoch time : 72.06029391288757
epoch 366 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027419916309771083 epoch time : 72.12605142593384
epoch 367 train loss : tensor(0.0133, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028089681817662148 epoch time : 72.10477995872498
epoch 368 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027105696499347687 epoch time : 71.66964912414551
epoch 369 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02758135726409299 epoch time : 72.11943078041077
epoch 370 train loss : tensor(0.0123, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027490001792709034 epoch time : 72.13469219207764
epoch 371 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.025926800089932624 epoch time : 72.427889585495
epoch 372 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026717917904967352 epoch time : 72.20163774490356
epoch 373 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027487741517169133 epoch time : 72.30274033546448
epoch 374 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027471548478518213 epoch time : 72.06255793571472
epoch 375 train loss : tensor(0.0135, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027064195168869837 epoch time : 72.11972236633301
epoch 376 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02732363103755883 epoch time : 72.14606833457947
epoch 377 train loss : tensor(0.0123, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02566746888416154 epoch time : 72.42875242233276
epoch 378 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027816010195584523 epoch time : 72.03217077255249
epoch 379 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02810590323947725 epoch time : 72.0373260974884
epoch 380 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026769465633801053 epoch time : 72.19954705238342
epoch 381 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02776764625949519 epoch time : 72.12368774414062
epoch 382 train loss : tensor(0.0117, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028274485043116977 epoch time : 72.08814740180969
epoch 383 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02810206033644222 epoch time : 72.093754529953
epoch 384 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027408518695405552 epoch time : 72.05755257606506
epoch 385 train loss : tensor(0.0119, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02682752658923467 epoch time : 71.94110441207886
epoch 386 train loss : tensor(0.0118, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02761506697251683 epoch time : 72.03263759613037
epoch 387 train loss : tensor(0.0134, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.027715629676268214 epoch time : 72.03684949874878
epoch 388 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.0261975760083823 epoch time : 72.14110159873962
epoch 389 train loss : tensor(0.0126, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02728301632617201 epoch time : 72.01889371871948
epoch 390 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026614419938552947 epoch time : 72.02723217010498
epoch 391 train loss : tensor(0.0115, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02638117108671438 epoch time : 72.0985758304596
epoch 392 train loss : tensor(0.0123, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026776673094857307 epoch time : 72.1653380393982
epoch 393 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026798721668975695 epoch time : 72.18067693710327
epoch 394 train loss : tensor(0.0116, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026844923162744158 epoch time : 72.22495102882385
epoch 395 train loss : tensor(0.0121, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.02667062268370674 epoch time : 72.10468196868896
epoch 396 train loss : tensor(0.0125, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.028037191856475102 epoch time : 72.13830351829529
epoch 397 train loss : tensor(0.0127, device='cuda:0', grad_fn=<DivBackward0>) test loss : 0.026504807351600556 epoch time : 72.11266493797302
